Material;Centro;Clase de valoración;Texto breve de material;Última modificación;Tipo material;Grupo de artículos;Unidad medida base;Grupo de compras;Indicador ABC;Caract.planif.nec.;Categoría valoración;Control de precios;Precio;Moneda;Cantidad base;Creado por
163327;CD00;;Placa Acero inox 0,5mm Vegetac 80x40mm;27/3/2023;ZAT;FELC1700;C/U;;;ND;MD05;S;1,428;COP;1;AE79461
163328;CD00;;Sensor tipo micro switch tipo roldana;24/2/2023;ZMBT;FEMI0400;C/U;;;ND;MD05;S;26,002;COP;1;AE79461
163329;CD00;;Sensor fotoeléctrico detec direc 0,1a1m;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;61,006;COP;1;AE79461
163330;CD00;;Kit Mtto Drenadores de Dispersión 13.2kV;19/7/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;406,000;COP;1;AE79461
163331;CD00;;Kit Mtto Drenadores de Dispersión 34.5kV;15/9/2020;ZMBT;FEMI0400;C/U;;;ND;MD05;S;406,000;COP;1;AE79461
163332;CD00;;KIT ACOPLE UNION CELDAS RMU;28/10/2021;ZMBT;FEQE1500;C/U;;;ND;MD04;S;1;COP;1;AE79461
163333;CD00;;Kit de Repuestos Celdas 17.5kV, 31,5kA;28/10/2021;ZAT;FEQE1500;C/U;;;ND;MD04;S;68,911,701;COP;1;AE79461
163334;CD00;;UNIDAD CONTROLADORA DE BAHIA 1 AMP;7/3/2022;ZAT;FERP0301;C/U;;;ND;MD04;S;1;COP;1;AE79461
163335;CD00;;UNIDAD CAPACITIVA BANCO CONDENSADORES;8/7/2022;ZAT;FECO0202;C/U;;;ND;MD04;S;19,730,757;COP;1;AE79461
163336;CD00;;KIT CABLES Y CAPUCHONES UNID CAPACITIVAS;28/10/2021;ZMBT;FEQE1500;C/U;;;ND;MD04;S;1;COP;1;AE79461
163337;CD00;;REACTANCIA LIMITADORA FILTRADO ARMONICOS;20/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1,978;COP;1;AE79461
163338;CD00;;CAJA DE MANIOBRA 6 VIAS SEMI-SUMERGIBLE;28/10/2021;ZMBT;FEAT0103;C/U;;;ND;MD04;S;42,288,960;COP;1;AE79461
163339;CD00;;CAJA DE MANIOBRA 5 VIAS SEMI-SUMERGIBLE;28/10/2021;ZMBT;FEAT0103;C/U;;;ND;MD04;S;35,013,440;COP;1;AE79461
163340;CD00;;CAJA DE MANIOBRA 4 VIAS SEMI-SUMERGIBLE;28/10/2021;ZMBT;FEAT0103;C/U;;;ND;MD04;S;27,737,920;COP;1;AE79461
163341;CD00;;CAJA DE MANIOBRA 3 VIAS SEMI-SUMERGIBLE;28/10/2021;ZMBT;FEAT0103;C/U;;;ND;MD04;S;21,201,320;COP;1;AE79461
163342;CD00;;KIT TORNILL-TAPON ANCLAJE TAPA FIBRA VID;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;2,320;COP;1;AE79461
163343;CD00;;MODULO FUENTE PODER RECONECTADOR RC01;2/3/2022;ZMBT;FERP0301;C/U;;;ND;MD04;S;5,118,651;COP;1;AE79461
163344;CD00;;BATERIA SELLADA PLOMO ACIDO 12V 26A-H;2/11/2024;ZMBT;FEAP0100;C/U;;;ND;MD04;S;679,814;COP;1;AE79461
163345;CD00;;CONECTOR FLEXIBLE Cu TIPO TRENZA;28/10/2021;ZAT;FEMI0400;M;;;ND;MD05;S;658,682;COP;1;AE79461
163346;CD00;;CONJUNTO SUSPENSIÓN OPGW SIN AMORTIGUAD;1/4/2024;ZAT;FEEM0701;C/U;;;ND;MD05;S;188,934;COP;1;AE79461
163347;CD00;;CONJUNTO RETENCIÓN SIMPLE 17 MM;2/10/2024;ZAT;FEEM1400;C/U;;;ND;MD05;S;0;COP;1;AE79461
163348;CD00;;CONJUNTO SUSPENSIÓN ADSS SIN AMORTIGUAD;23/3/2023;ZAT;FEEM1400;C/U;;;ND;MD05;S;164,921;COP;1;AE79461
163349;CD00;;AMORTIGUADOR PARA CABLE OPGW;4/6/2024;ZAT;FEEM0701;C/U;;;ND;MD05;S;105,217;COP;1;AE79461
163350;CD00;;CAJA PARARRAYOS 115KV PARA S-E;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163351;CD00;;TAPA Y MARCO FIBRA VIDRIO 0.8 X 1.3M;12/5/2019;ZMBT;FEMI0400;C/U;;;ND;MD05;S;607,136;COP;1;AE79461
163352;CD00;;KIT REPTOS TRAFO PED 150KVA 34,5/0,208KV;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163353;CD00;;Unidad Control TYPE 3 CPU270 Board 3 EA;20/12/2021;ZAT;FERP0301;C/U;;;ND;MD04;S;1;COP;1;AE79461
163354;CD00;;Tarjeta fuente110/125VDC BIU241 Board3EA;20/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;2;COP;1;AE79461
163355;CD00;;Tarjet Ent digDIU200 110-125Vdc Board5EA;20/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;2;COP;1;AE79461
163356;CD00;;Tarjeta Salida Digital DOU 201 Board 5EA;20/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;2;COP;1;AE79461
163357;CD00;;Tarjeta Entrada Analoga AIU211 BOARD 5EA;20/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;2;COP;1;AE79461
163358;CD00;;Tarjeta Comunicaciones SWU202 BOARD 5 EA;20/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;2;COP;1;AE79461
163359;CD00;;Conversor USB/SERIAL RS232 Config RGDAT;4/3/2022;ZMBT;FEQE0300;C/U;;;ND;MD04;S;248,044;COP;1;AE79461
163360;CD00;;Tablero secundario de BT S/E;2/11/2024;ZMBT;FEQE1300;C/U;;;ND;MD04;S;953,633;COP;1;AE79461
163361;CD00;;CAJA REPUESTOS MODULOS HIBRIDOS 115KV;20/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;19,789;COP;1;AE79461
163362;CD00;;CAJA CTS MODULOS HIBRIDOS 115KV;20/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1,978;COP;1;AE79461
163363;CD00;;CAJA PTS MODULOS HIBRIDOS 115KV;20/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;19,789;COP;1;AE79461
163364;CD00;;CAJA MECANISMO REPTO MODULOS HIBRIDOS 11;20/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;395;COP;1;AE79461
163365;CD00;;Placa Al 1mm Carac alfanum 80x50mm;27/3/2023;ZAT;FELC1700;C/U;;;ND;MD05;S;4,165;COP;1;AE79461
163366;CD00;;Placa Al 1mm Carac alfanum 50x20mm;3/2/2022;ZAT;FELC1700;C/U;;;ND;MD05;S;2,380;COP;1;AE79461
163367;CD00;;Placa Al 1mm Solo logo Codensa 300x94mm;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163368;CD00;;Placa Al 1mm Solo logo Codensa 130x94mm;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163369;CD00;;Placa Al 1mm Solo logo Codensa 140x94mm;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163370;CD00;;Placa Al 1mm Solo logo Codensa 250x94mm;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;9,520;COP;1;AE79461
163371;CD00;;Placa Al 1mm Solo logo Codensa 220x94mm;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163372;CD00;;Placa Al 1mm Solo logo Codensa 360x180mm;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163373;CD00;;Placa Al 2mm Solo logo Codensa 360x180mm;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163374;CD00;;Placa Al 1mm Solo logo Codensa 80x50mm;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163375;CD00;;Placa Al 2mm Carac alfanum 360x180mm;3/2/2022;ZAT;FELC1700;C/U;;;ND;MD05;S;1;COP;1;AE79461
163376;CD00;;Placa Al 1mm Carac alfanum 130x94mm;3/2/2022;ZAT;FELC1700;C/U;;;ND;MD05;S;5,355;COP;1;AE79461
163377;CD00;;Placa Al 1mm Carac alfanum 140x94mm;27/3/2023;ZAT;FELC1700;C/U;;;ND;MD05;S;1;COP;1;AE79461
163378;CD00;;Placa Al 1mm Carac alfanum 250x94mm;27/3/2023;ZAT;FELC1700;C/U;;;ND;MD05;S;8,330;COP;1;AE79461
163379;CD00;;Placa Al 1mm Carac alfanum 360x180mm;27/3/2023;ZAT;FELC1700;C/U;;;ND;MD05;S;1;COP;1;AE79461
163380;CD00;;Placa Acrí 2mm Carac alfanum 600x70mm;3/2/2022;ZAT;FELC1700;C/U;;;ND;MD05;S;1;COP;1;AE79461
163381;CD00;;Placa Acrí 2mm Carac alfanum 50x20mm;3/2/2022;ZAT;FELC1700;C/U;;;ND;MD05;S;1;COP;1;AE79461
163382;CD00;;CELDA RMU SF6 24KV 630A 2L+T NO EXT MANU;27/3/2023;ZMBT;FEQE0600;C/U;;;ND;MD04;S;49,969,499;COP;1;AE79461
163383;CD00;;BATERIA SELLADA 12V 18 - 20 AH PARA RMU;27/3/2023;ZMBT;FEAP0100;C/U;;;ND;MD04;S;553,967;COP;1;AE79461
163384;CD00;;Sello seguridad deja huella Medidor SM;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163385;CD00;;BORNERA PAP 32A. 800V. 6.0 mm 1ex2s;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;3,540;COP;1;AE79461
163386;CD00;;PROTECTOR RÓTULO BORNERA;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163387;CD00;;BANCO BATERIAS 125VCC 1140AH 62UN;27/3/2023;ZMBT;FEAP0100;C/U;;;ND;MD04;S;1;COP;1;AE79461
163388;CD00;;CARGADOR BATERIAS 208VAC/125VCC 200A;27/3/2023;ZMBT;FEQE2700;C/U;;;ND;MD04;S;1;COP;1;AE79461
163389;CD00;;TABLERO DISTR. BT TGA 125VCC, 2000A,40KA;28/10/2021;ZMBT;FEQE1100;C/U;;;ND;MD04;S;1;COP;1;AE79461
163390;CD00;;TABLERO DISTRIBUCION BT;28/10/2021;ZMBT;FEQE1100;C/U;;;ND;MD04;S;1;COP;1;AE79461
163391;CD00;;TABLERO ILUMINACION-TOMAS BT;28/10/2021;ZMBT;FEQE1100;C/U;;;ND;MD04;S;1;COP;1;AE79461
163392;CD00;;TABLERO CONEXIONES BT;28/10/2021;ZMBT;FEQE1100;C/U;;;ND;MD04;S;1;COP;1;AE79461
163393;CD00;;TUBOS DE MANDO PARA SECCIONADOR 36 KV;20/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1,187;COP;1;AE79461
163394;CD00;;EQUIPO CALIDAD POTE 750VAC  40 a 560 Hz;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;13,851,779;COP;1;AE79461
163395;CD00;;Kit GPS PQIA;20/12/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1,127,984;COP;1;AE79461
163396;CD00;;TAPA CORTA PARA MEDIDOR INTELIGENTE IF;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;12,274;COP;1;AE79461
163397;CD00;;TAPA CORTA PARA MEDIDOR INTELIGENTE 3F;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;6,394;COP;1;AE79461
163398;CD00;;MODULO CONTROL UE UP 2008;3/9/2024;ZMBT;FERP0301;C/U;;;ND;MD04;S;1,187,929;COP;1;AE79461
163399;CD00;;KIT CABLE UP 2008;27/9/2023;ZMBT;FEQE1000;C/U;;;ND;MD04;S;395;COP;1;AE79461
163400;CD00;;BUMPER REPARACION SECCIONALIZADOR.;20/12/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;29,683;COP;1;AE79461
163401;CD00;;PANEL PROTECCIÓN SISTELEC ENU-4 UHF 2 ET;28/10/2021;ZMAT;FERP0301;C/U;;;ND;MD12;S;1;COP;1;AE79461
163402;CD00;;RIEL MONTAJE MODEM TELECONTROL TD9300;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163403;CD00;;TB9300 Combinador UHF 7 vias.;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;62,244,536;COP;1;AE79461
163404;CD00;;TB9300 Multiacoplador UHF 8 vias.;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163405;CD00;;"""Gabinete Uso interior cerrado 19"""" 44 R";7/3/2022;ZMBT;FERP0302;C/U;;;ND;MD04;S;4,537,866;COP;1;AE79461
163406;CD00;;"""Bandeja Standard 19"""" sencilla lisa""";28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;64,960;COP;1;AE79461
163407;CD00;;"""Rack Abierto 19"""" 44 RU""";2/10/2020;ZMBT;FEMI0400;C/U;;;ND;MD05;S;672,350;COP;1;AE79461
163408;CD00;;Rack para banco de baterías 420 Ah;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163409;CD00;;Accesorios para banco de baterías 420 Ah;28/10/2021;ZAT;FEAP0200;C/U;;;ND;MD04;S;1;COP;1;AE79461
163410;CD00;;MULTITOMAS VERTICALES GABINETES 120V DMR;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;381,714;COP;1;AE79461
163411;CD00;;"""KIT DE VENTILACIÓN X 6 DE 4"""" DMR""";20/12/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;406,668;COP;1;AE79461
163412;CD00;;Kit de tornillos para rack DMR;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;316;COP;1;AE79461
163413;CD00;;Contacto auxiliar para seccionador 36 kV;27/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;999,866;COP;1;AE79461
163414;CD00;;SFP PARA PUERTO CISCO2520 100 BASE FX;15/3/2024;ZMAT;FEMI0400;C/U;;;ND;MD12;S;1,228,096;COP;1;AE79461
163415;CD00;;RED BOX CISCO;15/3/2024;ZMAT;FEMI0400;C/U;;;ND;MD12;S;1;COP;1;AE79461
163416;CD00;;SFP PARA PUERTO CISCO2520 GIGA;15/3/2024;ZMAT;FEMI0400;C/U;;;ND;MD12;S;1;COP;1;AE79461
163417;CD00;;EQUIPO TRABAJO EN ALTURA LINEAS VIDA;28/10/2021;ZMAT;FEMI0400;C/U;;;ND;MD08;S;1;COP;1;AE79461
163418;CD00;;Contactos de potencia INT 36 KV 630A;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163419;CD00;;Contactos de potencia INT 36 KV 2500A;29/9/2020;ZAT;FEMI0400;C/U;;;ND;MD05;S;395;COP;1;AE79461
163420;CD00;;Fusible PT INT 36 KV;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163421;CD00;;Juego bornera conexión carro celda 36 KV;11/2/2020;ZAT;FEQE1500;C/U;;;ND;MD04;S;39;COP;1;AE79461
163422;CD00;;TABLERO BT INT. 2X125A(4P) O 2X250A (4P);31/7/2023;ZMBT;FEQE1300;C/U;;;ND;MD04;S;2,342,896;COP;1;AE79461
163423;CD00;;TABLERO BT INT. 2X350A(4P).;23/3/2023;ZMBT;FEQE1300;C/U;;;ND;MD04;S;2,457,067;COP;1;AE79461
163424;CD00;;TB9300 Combinador UHF 4 vias;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163425;CD00;;TABLERO DISTRIBUCION BT POWER BOX;15/6/2023;ZMBT;FERP0301;C/U;;;ND;MD04;S;142,184;COP;1;AE79461
163426;CD00;;EQUIPO MICROONDAS 6GHZ CONECTARIZADO;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;12,014,700;COP;1;AE79461
163427;CD00;;EQUIPO MICROONDAS 6GHZ INTEGRADO;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;14,474,480;COP;1;AE79461
163428;CD00;;TB9300 Multiacoplador UHF 4 vias;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;5,209,263;COP;1;AE79461
163429;CD00;;KIT INVERSORES 1KW 208V CON MONITOREO;28/10/2021;ZAT;FEQE2800;C/U;;;ND;MD05;S;1;COP;1;AE79461
163430;CD00;;KIT PANELES FOTOVOLTAICOS 1KWP;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1,152,139;COP;1;AE79461
163431;CD00;;Concentrador ARCHILEDE;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;2,533,940;COP;1;AE79461
163432;CD00;;Control Luminaria ARCHILEDE NL DALI R1;27/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;229,938;COP;1;AE79461
163433;CD00;;BANDEJA MEDIDOR ELECTRONICO MANTIS;29/3/2022;ZMBT;FEMI0400;C/U;;;ND;MD05;S;69,600;COP;1;AE79461
163434;CD00;;BANDEJA MEDIDOR EQUIPO COMUNICACIONES;11/2/2020;ZMBT;FEMI0400;C/U;;;ND;MD05;S;28,548;COP;1;AE79461
163435;CD00;;RECTIFICADOR 300VA/48VDC 4.8kW;28/10/2021;ZAT;FEQE2100;C/U;;;ND;MD04;S;9,899,885;COP;1;AE79461
163436;CD00;;Accces. poste met 27 m R4 3 secc y 9 br;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;3,292,992;COP;1;AE79461
163437;CD00;;Bobina de cierre para Interruptor 17.5 k;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;2,385;COP;1;AE79461
163438;CD00;;Contactos de potencia celda 17.5 KV 630A;3/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;395;COP;1;AE79461
163439;CD00;;BATERIA PB-ACIDO VRLA 12VCC 200AH;31/10/2023;ZMBT;FEAP0100;C/U;;;ND;MD04;S;1,601,273;COP;1;AE79461
163440;CD00;;Contactos de potencia celda 17.5 KV 2500;3/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;395;COP;1;AE79461
163441;CD00;;Fusible PT Celda 17.5 kV;3/12/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;35;COP;1;AE79461
163442;CD00;;Juego bornera conexión celdas 17.5 kV;19/7/2021;ZAT;FEQE1500;C/U;;;ND;MD04;S;39;COP;1;AE79461
163443;CD00;;Regleta conexión IMS y RGDAT UP2008;2/11/2024;ZMBT;FTTE0500;C/U;;;ND;MD04;S;255,049;COP;1;AE79461
163444;CD00;;Rele Diferencial Linea 100-240V AC;3/9/2024;ZAT;FERP0302;C/U;;;ND;MD05;S;40,411,186;COP;1;AE79461
163445;CD00;;Sensor de temperatura PT100 - UP2008;25/11/2022;ZMBT;FEMI0400;C/U;;;ND;MD05;S;94,458;COP;1;AE79461
163446;CD00;;Estación de energía TIPO A;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;AE79461
163447;CD00;;Dispositivo prot y control serv aux;20/12/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;3,337,532;COP;1;AE79461
163448;CD00;;Cisco Industrial Ethernet 4000 series;15/3/2024;ZAT;FEMI0400;C/U;;;ND;MD05;S;6,783,347;COP;1;AE79461
163449;CD00;;conector CAA630 sección 630mm AL;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;732,265;COP;1;AE79461
163450;CD00;;Tarjeta 14 entradas/6 salidas ref MES120;28/10/2021;ZMAT;FEMI0400;C/U;;;ND;MD10;S;5,354,373;COP;1;AE79461
163451;CD00;;Equipo Extraccion y Llenado SF6;7/7/2022;ZMAT;FEMI0400;C/U;;;ND;MD12;S;271,344,835;COP;1;AE79461
163452;CD00;;Equipo de protecciones SEPAM S82;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;28,378,962;COP;1;AE79461
163453;CD00;;Controlador de carga MPPT 150-24V 30A;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;773,500;COP;1;AE79461
163454;CD00;;Inversor Onda Pura 24V 600W;28/10/2021;ZMBT;FEQE2800;C/U;;;ND;MD05;S;529,312;COP;1;AE79461
163455;CD00;;Tablero protección BT montaje poste;28/10/2021;ZMBT;FEQE1300;C/U;;;ND;MD04;S;2,000,000;COP;1;AE79461
163456;CD00;;"Panel -48VDC 150 A 19 "" salidas 12";7/3/2022;ZMBT;FEQE1400;C/U;;;ND;MD04;S;1,142,400;COP;1;AE79461
163457;CD00;;Módulo -48 Vdc @ 18A Amps 1000 W;7/3/2022;ZMBT;FEQE1400;C/U;;;ND;MD04;S;1,451,800;COP;1;AE79461
163458;CD00;;Modulo Fuente de Poder Reconectador RC10;1/4/2024;ZMBT;FERP0301;C/U;;;ND;MD04;S;4,609,073;COP;1;AE79461
163459;CD00;;Caja derivación acometidas BT GSCC019;28/10/2021;ZMBT;FEAT0103;C/U;;;ND;MD04;S;80,000;COP;1;AE79461
163460;CD00;;Banco de baterías 125 Vcc 60A 10h;28/10/2021;ZAT;FEAP0100;C/U;;;ND;MD04;S;22,000;COP;1;AE79461
163461;CD00;;Caja de Seguridad Llaves Mantis;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;9,174,000;COP;1;AE79461
163470;CD00;;GABINETE PARA INSTALACION INTERNA UP;20/12/2021;ZMBT;FEQE0700;C/U;;;ND;MD04;S;1,069,810;COP;1;USRDM03
163471;CD00;;GABINETE PARA INSTALACION EXTERNA UP;18/4/2024;ZMBT;FEQE0700;C/U;;;ND;MD04;S;1,108,754;COP;1;USRDM03
163472;CD00;;UP TELECONTROL PARA INSTALACION EXTERIOR;2/10/2024;ZMBT;FERP0301;C/U;;;ND;MD04;S;3,581,699;COP;1;USRDM03
163473;CD00;;UP TELECONTROL PARA INSTALACION INTERIOR;2/11/2024;ZMBT;FERP0301;C/U;;;ND;MD04;S;2,212,936;COP;1;USRDM03
163474;CD00;;RECTIFICADOR/CARGADOR DE BATERIAS UP2008;2/10/2024;ZMBT;FEQE2100;C/U;;;ND;MD04;S;884,044;COP;1;USRDM03
163475;CD00;;CARGADOR DE BATERIAS 125 Vcc 100 A;7/3/2022;ZAT;FEQE2700;C/U;;;ND;MD04;S;67,259,515;COP;1;USRDM03
163476;CD00;;GABINETE PARA INSTALACION INTERNA;20/12/2021;ZAT;FEQE0700;C/U;;;ND;MD04;S;1,449,865;COP;1;USRDM03
163477;CD00;;BATERIAS DE 2x12V P. ALIM. UN. PERIFu;3/7/2024;ZMBT;FEAP0100;C/U;;;ND;MD04;S;1,184,983;COP;1;USRDM03
163478;CD00;;REPUESTOS SIST.PROTECC.Y CONTROL INCLUYE;20/12/2021;ZAT;FERP0301;C/U;;;ND;MD04;S;395;COP;1;USRDM03
163479;CD00;;UNIDAD PERIFERICA TELECONTROL UP2008 UE8;14/3/2022;ZMBT;FERP0301;C/U;;;ND;MD04;S;1,488,905;COP;1;USRDM03
163480;CD00;;UNIDAD PERIFERICA TELECONTROL;28/10/2024;ZMBT;FERP0301;C/U;;;ND;MD04;S;17,211,019;COP;1;USRDM03
163481;CD00;;CAPACITOR 1F 15,8 ?F 11.160V 60Hz;5/12/2022;ZAT;FECO0202;C/U;;;ND;MD04;S;20,706,290;COP;1;USRDM03
163482;CD00;;SELLO SEGURIDAD CAPSULA TORNILLO EN RESI;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;328;COP;1;USRDM03
163483;CD00;;SELLO DE SEGURIDAD TIPO SCORPION NARANJA;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;USRDM03
163484;CD00;;SELLO DE SEGURIDAD TIPO SCORPION NEGRO;28/10/2021;ZMBT;FEMI0400;C/U;;;ND;MD05;S;381;COP;1;USRDM03
163485;CD00;;kit de modific y sellado cable minero;21/10/2022;ZMBT;FEMI0400;C/U;;;ND;MD05;S;1;COP;1;USRDM03
163486;CD00;;PLACA METAL EQUIPO MT 300X94;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;6,188;COP;1;USRDM03
163487;CD00;;PLACA EQUIPO MT SSEE LINEAS 250X94;28/10/2021;ZAT;FEMI0400;C/U;;;ND;MD05;S;5,950;COP;1;USRDM03
163488;CD00;;CARGADOR DE BATERIAS 125V 60A;10/1/2022;ZAT;FEAP0200;C/U;;;ND;MD04;S;981;COP;1;USRDM03
170007;CD00;;Fusible dual 4.2 A;2/11/2024;ZMBT;FEFU0200;C/U;;;ND;MD04;S;10,213;COP;1;USER_TAM
170009;CD00;;Fusible K 6A 15 kV ET501;2/11/2024;ZMBT;FEFU0200;C/U;;;ND;MD04;S;3,940;COP;1;USER_TAM
170083;CD00;;Fusible 50T 24 kV  GSCM012/52;8/4/2024;ZMBT;FEFU0200;C/U;;;ND;MD04;S;4,521;COP;1;USER_TAM
170084;CD00;;Fusible 40T 24 kV  GSCM012/51;8/4/2024;ZMBT;FEFU0200;C/U;;;ND;MD04;S;3,200;COP;1;USER_TAM
170085;CD00;;Fusible 31,5T 24 kV  GSCM012/50;8/4/2024;ZMBT;FEFU0200;C/U;;;ND;MD04;S;3,063;COP;1;USER_TAM
170086;CD00;;Fusible 25T 24 kV  GSCM012/49;8/4/2024;ZMBT;FEFU0200;C/U;;;ND;MD04;S;2,950;COP;1;USER_TAM
170087;CD00;;Fusible 20T 24 kV  GSCM012/48;8/4/2024;ZMBT;FEFU0200;C/U;;;ND;MD04;S;2,920;COP;1;USER_TAM
170088;CD00;;Fusible 40K 24 kV  GSCM012/31;8/4/2024;ZMBT;FEFU0200;C/U;;;ND;MD04;S;3,850;COP;1;USER_TAM
170089;CD00;;Fusible 6,3K 24 kV  GSCM012/23;5/4/2024;ZMBT;FEFU0200;C/U;;;ND;MD04;S;2,730;COP;1;USER_TAM
170090;CD00;;Fusible 31K 24 kV GSCM012/30;8/4/2024;ZMBT;FEFU0200;C/U;;;ND;MD04;S;3,760;COP;1;USER_TAM
170091;CD00;;Fusible 10K 24 kV  GSCM012/25;8/4/2024;ZMBT;FEFU0200;C/U;;;ND;MD04;S;2,850;COP;1;USER_TAM
170092;CD00;;Fusible 25K 24 kV  GSCM012/29;8/4/2024;ZMBT;FEFU0200;C/U;;;ND;MD04;S;3,635;COP;1;USER_TAM
170093;CD00;;Fusible 16K 24 kV GSCM012/27;8/4/2024;ZMBT;FEFU0200;C/U;;;ND;MD04;S;3,418;COP;1;USER_TAM
170095;CD00;;Cortacircuito monopolar 24 kV 100 A;9/4/2024;ZMBT;FEFU0200;C/U;;;ND;MD04;S;152,081;COP;1;USER_TAM
170096;CD00;;Cortacircuito monopolar 36 kV 100 A;9/4/2024;ZMBT;FEFU0200;C/U;;;ND;MD04;S;152,081;COP;1;USER_TAM
170820;CD00;;Fusible H 30A 15 kV;19/1/2024;ZMBT;FEFU0200;C/U;;;ND;MD04;S;3,313;COP;1;AE79461
170821;CD00;;Fusible Dual 1.3A 15 kV;17/6/2022;ZMBT;FEFU0200;C/U;;;ND;MD04;S;6,803;COP;1;AE79461
170822;CD00;;Fusible Dual 2.1A 15 kV;2/11/2024;ZMBT;FEFU0200;C/U;;;ND;MD04;S;14,333;COP;1;AE79461
170823;CD00;;Fusible Dual 6.3A 15 kV;29/3/2022;ZMBT;FEFU0200;C/U;;;ND;MD04;S;6,933;COP;1;AE79461
