Material;Centro;Clase de valoración;Texto breve de material;Última modificación;Tipo material;Grupo de artículos;Unidad medida base;Grupo de compras;Indicador ABC;Caract.planif.nec.;Categoría valoración;Control de precios;Precio;Moneda;Cantidad base;Creado por
531216;CD00;;EQUIPO COMBINADO CT+PT 75-150/5A 34,5 kV;6/7/2021;ZMBT;FETM2303;C/U;;;ND;MD01;S;1;COP;1;AE79461
531217;CD00;;EQUIPO COMBINADO CT+PT 50-100/5A 34,5kV;6/7/2021;ZMBT;FETM2303;C/U;;;ND;MD01;S;1;COP;1;AE79461
531218;CD00;;EQUIPO COMBINADO CT+PT 10-20/5A;6/7/2021;ZMBT;FETM2303;C/U;;;ND;MD01;S;1;COP;1;AE79461
531219;CD00;;Transfo corriente INT 34,5 kV 300/600A;7/3/2022;ZMBT;FETM2301;C/U;;;ND;MD01;S;6,672;COP;1;AE79461
531220;CD00;;CAJA TRAFOS TENSION PT'S 11,4KV PARA S-E;28/10/2021;ZAT;FETM2303;C/U;;;ND;MD01;S;1;COP;1;AE79461
531221;CD00;;CAJA TRAFOS TENSION PT'S 13,2KV PARA S-E;28/10/2021;ZAT;FETM2303;C/U;;;ND;MD01;S;1;COP;1;AE79461
531222;CD00;;Medidor trifásico multifunc. clase 0,2S;7/12/2023;ZMBT;FSCR0400;C/U;;;ND;MD01;S;1,544,084;COP;1;AE79461
531223;CD00;;TRANSFO POTENCIA 13.2/120V BALTEAU;28/10/2021;ZAT;FETM2303;C/U;;;ND;MD01;S;1;COP;1;AE79461
531224;CD00;;CT VENTANA 400/5A 2.5VA CLASE 0.5S BT;28/10/2021;ZMBT;FETM2200;C/U;;;ND;MD01;S;30,000;COP;1;AE79461
531225;CD00;;CT VENTANA 300/5A 2.5VA CLASE 0.5S BT;28/10/2021;ZMBT;FETM2200;C/U;;;ND;MD01;S;1;COP;1;AE79461
531226;CD00;;CT VENTANA 200/5A 2.5VA CLASE 0.5S BT;28/10/2021;ZMBT;FETM2200;C/U;;;ND;MD01;S;1;COP;1;AE79461
531227;CD00;;TRANSF VOLTAJE 36KV 200VA BIL 170KV T B6;27/12/2021;ZAT;FETM2303;C/U;;;ND;MD01;S;2,751,278;COP;1;AE79461
531228;CD00;;TRAFO CORRIENTE 17.5KV 1000/1A 25KA;20/12/2021;ZAT;FETM2301;C/U;;;ND;MD01;S;1,592,892;COP;1;AE79461
531229;CD00;;TRANSFOR DE CORRIENTE 15kV 300-600/5A;28/10/2021;ZMBT;FETM2301;C/U;;;ND;MD01;S;1;COP;1;AE79461
531230;CD00;;TRANSFORMADOR CORRIENTE 145KV 400A;6/7/2021;ZAT;FETM2500;C/U;;;ND;MD01;S;24,337,709;COP;1;AE79461
531231;CD00;;CT 400/5A CL 1, 2VA N. PARTIDO 50X80mm;6/7/2021;ZMBT;FETM2301;C/U;;;ND;MD01;S;65;COP;1;AE79461
531232;CD00;;CT 500/5A CL 1, 2VA N. PARTIDO 50X80mm;28/10/2021;ZMBT;FETM2301;C/U;;;ND;MD01;S;1;COP;1;AE79461
531233;CD00;;CT 600/5A CL 1, 2VA N. PARTIDO 50X80mm;19/7/2021;ZMBT;FETM2301;C/U;;;ND;MD01;S;1;COP;1;AE79461
531234;CD00;;CT 300/5A 2.5VA CL 0.2S VENTANA 45MM BT;2/2/2024;ZMBT;FETM2200;C/U;;;ND;MD01;S;57,736;COP;1;AE79461
531235;CD00;;CT 600/5A 2.5VA CL 0.2S VENTANA 55MM BT;19/7/2021;ZMBT;FETM2200;C/U;;;ND;MD01;S;51,459;COP;1;AE79461
531236;CD00;;CT 300/5A 2.5VA CL 0.2S BARRA PASANTE BT;3/7/2024;ZMBT;FETM2200;C/U;;;ND;MD01;S;60,616;COP;1;AE79461
531237;CD00;;CT 800/5A 2.5VA CL 0.2S BARRA PASANTE BT;18/7/2022;ZMBT;FETM2200;C/U;;;ND;MD01;S;63,540;COP;1;AE79461
531238;CD00;;CT 3000/5A 2.5VA CL 0.2S VENTANA 65MM BT;6/7/2021;ZMBT;FETM2301;C/U;;;ND;MD01;S;115,323;COP;1;AE79461
531239;CD00;;PT Y CT ALTA TENSION RETAL INSERVIBLE;23/3/2023;ZMAT;SRTS0900;KG;;;ND;MD07;S;0;COP;1;AE79461
531240;CD00;;Equip Med Combin 50/5A 13,2kV clase 0,2S;4/7/2023;ZMBT;FETM2301;C/U;;;ND;MD01;S;31,698,686;COP;1;AE79461
531241;CD00;;Equip Med Combin 400/5A 13,2kV clase0,2S;30/6/2021;ZMBT;FETM2301;C/U;;;ND;MD01;S;31,782,977;COP;1;AE79461
531242;CD00;;EQUIPO MEDIDA COMB 400/5A 34,5kV CL0,2S;6/7/2021;ZMBT;FETM2301;C/U;;;ND;MD01;S;8,210,913;COP;1;AE79461
531243;CD00;;Transformador integrado 17 KV 20/40 5A;8/10/2024;ZMBT;FETM2303;C/U;;;ND;MD01;S;1;COP;1;AE79461
531244;CD00;;TRAFO CORRIENTE 15KV 800-400/5 10-15VA;23/3/2023;ZMBT;FETM2500;C/U;;;ND;MD01;S;3,673,985;COP;1;AE79461
531245;CD00;;Equip Med Combin 50/5A 34.5kV clase 0,2S;7/11/2024;ZMBT;FETM2301;C/U;;;ND;MD01;S;8,210,913;COP;1;AE79461
531246;CD00;;Combinado clase 0,2S 34.5 KV-300/150/5A;6/7/2021;ZMBT;FETM2303;C/U;;;ND;MD01;S;1;COP;1;AE79461
531247;CD00;;EQ MEDIDA COMB 60/30/5A 13.2KV CL0.2S;6/7/2021;ZMBT;FETM2301;C/U;;;ND;MD01;S;30,079;COP;1;AE79461
531248;CD00;;EQ MEDIDA COMB 100/50/5A 13.2KV CL0.2S;7/11/2024;ZMBT;FETM2301;C/U;;;ND;MD01;S;6,136,133;COP;1;AE79461
531249;CD00;;Combinado clase 0,2S 13.2KV - 150/75/5A;28/10/2021;ZMBT;FETM2301;C/U;;;ND;MD01;S;1;COP;1;AE79461
531250;CD00;;EQ MEDIDA COMB 200/100/5A 13.2KV CL0.2S;6/7/2021;ZMBT;FETM2301;C/U;;;ND;MD01;S;18,524,414;COP;1;AE79461
531251;CD00;;EQUIPO MEDIDA COMB 600/5A 15kV CL 0,2S;6/7/2021;ZMBT;FETM2303;C/U;;;ND;MD01;S;395;COP;1;AE79461
531252;CD00;;TRANSFORMADOR CORRIENTE 230KV TIPO CM14;6/7/2021;ZAT;FETM2500;C/U;;;ND;MD01;S;25,163,883;COP;1;AE79461
531253;CD00;;TRANSFORMADOR CORRIENTE 230KV TIPO CM15;6/7/2021;ZAT;FETM2500;C/U;;;ND;MD01;S;22,640,068;COP;1;AE79461
531254;CD00;;TRANSFORMADOR CORRIENTE 115KV TIPO CM4;17/11/2023;ZAT;FETM2500;C/U;;;ND;MD01;S;15,904,831;COP;1;AE79461
531255;CD00;;TRANSFORMADOR CORRIENTE 57,5KV TIPO CM8;6/7/2021;ZAT;FETM2500;C/U;;;ND;MD01;S;9,489,612;COP;1;AE79461
531256;CD00;;TRANSFORMADOR CORRIENTE 34,5KV TIPO CM10;11/9/2023;ZAT;FETM2500;C/U;;;ND;MD01;S;5,330,163;COP;1;AE79461
531257;CD00;;TRANSFORMADOR CORRIENTE 36 KV TIPO CM11;11/9/2023;ZAT;FETM2500;C/U;;;ND;MD01;S;5,360,820;COP;1;AE79461
531258;CD00;;TRANSFORMADOR CORRIENTE 34,5KV TIPO CM12;23/3/2023;ZAT;FETM2500;C/U;;;ND;MD01;S;4,559,514;COP;1;AE79461
531259;CD00;;TRANSFORMADOR TENSIÓN 145 KV TIPO CM1;18/9/2024;ZAT;FETM2500;C/U;;;ND;MD01;S;30,017,229;COP;1;AE79461
531260;CD00;;TRANSFORMADOR TENSIÓN 230KV TIPO CM12;6/7/2021;ZAT;FETM2500;C/U;;;ND;MD01;S;17,815,137;COP;1;AE79461
531261;CD00;;TRANSFORMADOR TENSIÓN 230KV TIPO CM13;28/10/2021;ZAT;FETM2500;C/U;;;ND;MD01;S;16,701,689;COP;1;AE79461
531262;CD00;;TRANSFORMADOR TENSIÓN 57,5KV TIPO CM7;9/11/2022;ZAT;FETM2500;C/U;;;ND;MD01;S;7,952,415;COP;1;AE79461
531263;CD00;;TRAFO CORRTE CT DETECC DESBALANCE 145KV;26/4/2024;ZAT;FETM2301;C/U;;;ND;MD01;S;64,949,189;COP;1;AE79461
531264;CD00;;Transfo Tensión PT 13.2 kV GSCT003/2;20/6/2022;ZMBT;FETM2301;C/U;;;ND;MD01;S;1;COP;1;AE79461
531265;CD00;;TRAFO CORRIENTE 145 KV IN=1200A,Tipo B1;6/7/2021;ZAT;FETM2500;C/U;;;ND;MD01;S;11,197,388;COP;1;AE79461
531266;CD00;;TRAFO CORRIENTE 145 KV IN=1200A,TIPO B7;19/12/2022;ZAT;FETM2500;C/U;;;ND;MD01;S;30,512,963;COP;1;AE79461
531267;CD00;;TRAFO CORRIENTE 145 KV IN=200A,Tipo CM1;27/12/2021;ZAT;FETM2500;C/U;;;ND;MD01;S;12,031,223;COP;1;AE79461
531268;CD00;;TRANSF TENSIÓN PT 11400/115V 100VA CL0,5;6/7/2021;ZMBT;FETM2303;C/U;;;ND;MD01;S;1;COP;1;AE79461
531269;CD00;;TRANSF TENSIÓN PT 34500/115V 100VA CL0,5;6/7/2021;ZMBT;FETM2303;C/U;;;ND;MD01;S;1;COP;1;AE79461
531270;CD00;;TRANSF CORRIENTE CT 24KV 300-600/5A 30VA;28/10/2021;ZMBT;FETM2301;C/U;;;ND;MD01;S;1;COP;1;AE79461
531271;CD00;;TRANSF TENSION PT 11.4-13.2KV GSCT004/4;2/11/2024;ZMBT;FETM2301;C/U;;;ND;MD01;S;2,395,642;COP;1;AE79461
531272;CD00;;TRANSFORMADOR NUCLEO PARTID 100/5A CI0,5;28/10/2021;ZMBT;FETM2200;C/U;;;ND;MD01;S;1;COP;1;AE79461
531273;CD00;;TRANSFORMADOR NUCLEO PARTI 200/5A CI 0,5;2/11/2024;ZMBT;FETM2200;C/U;;;ND;MD01;S;403,752;COP;1;AE79461
531274;CD00;;TRANSFORMADOR NUCLEO PARTI 300/5A CI0,5S;2/11/2024;ZMBT;FETM2200;C/U;;;ND;MD01;S;387,730;COP;1;AE79461
531275;CD00;;TRANSFORMADOR NUCLEO PARTI 400/5A CI0,5S;2/11/2024;ZMBT;FETM2200;C/U;;;ND;MD01;S;345,919;COP;1;AE79461
531276;CD00;;TRANSFORMADOR NUCLEO PARTI 600/5A CI0,5S;2/11/2024;ZMBT;FETM2200;C/U;;;ND;MD01;S;354,358;COP;1;AE79461
531277;CD00;;TRANSFORMADOR NUCLEO PARTI 800/5A CI0,5S;2/10/2024;ZMBT;FETM2200;C/U;;;ND;MD01;S;327,446;COP;1;AE79461
531278;CD00;;TRANSFORMADOR NUCLEO PART 1000/5A CI0,5S;3/5/2023;ZMBT;FETM2200;C/U;;;ND;MD01;S;398,156;COP;1;AE79461
531279;CD00;;TRANSFORMADOR NUCLEO PART 1500/5A CI0,5S;11/2/2023;ZMBT;FETM2200;C/U;;;ND;MD01;S;402,008;COP;1;AE79461
531280;CD00;;TRANSFORMADOR NUCLEO PART 2000/5A CI0,5S;2/11/2024;ZMBT;FETM2200;C/U;;;ND;MD01;S;416,050;COP;1;AE79461
531281;CD00;;Equipo de medida combinado 11,4kV, 50/5A;7/11/2024;ZMBT;FETM2301;C/U;;;ND;MD01;S;23,180,887;COP;1;AE79461
531282;CD00;;Equipo de medida combinado 11,4kV,400/5A;20/6/2022;ZMBT;FETM2301;C/U;;;ND;MD01;S;14,463,843;COP;1;AE79461
531283;CD00;;TRANSFO TENSIÓN  13,2/0,23kV - 250VA;2/9/2022;ZMBT;FETM2303;C/U;;;ND;MD01;S;8,831;COP;1;AE79461
531284;CD00;;TRANSFO TENSIÓN 11,4/0,23kV - 250VA;2/9/2022;ZMBT;FETM2303;C/U;;;ND;MD01;S;8,830;COP;1;AE79461
531285;CD00;;TRANSFO TENSIÓN  11,4-13,2/0,23kV 250VA;20/12/2021;ZMBT;FETM2303;C/U;;;ND;MD01;S;2,531,178;COP;1;AE79461
531286;CD00;;EQUIPO COMBINADO CT+PT 230 kV 800A;28/10/2021;ZAT;FETM2500;C/U;;;ND;MD01;S;1;COP;1;AE79461
531287;CD00;;EQUIPO DE MEDIDA COMBINADO 36 kV 250-100;31/12/2021;ZMBT;FETM2500;C/U;;;ND;MD01;S;20,000,000;COP;1;AE79461
531288;CD00;;Equipo medida combinado PT-CT 36kV 50/5A;6/7/2021;ZMBT;FETM2500;C/U;;;ND;MD01;S;12,162,129;COP;1;AE79461
531289;CD00;;EQUIPO DE MEDIDA COMBINADO 36kV 100-50 A;6/7/2021;ZMBT;FETM2500;C/U;;;ND;MD01;S;20,000,000;COP;1;AE79461
531290;CD00;;TRANSF.DE POT MONOF TENS NOM 220/60KV;28/10/2021;ZAT;FETM2500;C/U;;;ND;MD01;S;1;COP;1;USRDM03
540040;CD00;;INDICADOR PRESION Y VACIO;28/10/2021;ZMAT;FSMT1600;C/U;;;ND;MD12;S;1;COP;1;AE79461
540041;CD00;;INDICADOR NIVEL ACEITE FUKUDA O -10;28/10/2021;ZAT;FSMT1100;C/U;;;ND;MD05;S;1;COP;1;AE79461
540042;CD00;;FLOTADOR PARA INDICADOR NIVEL DE ACEITE,;20/12/2021;ZAT;FSMT1000;C/U;;;ND;MD05;S;39,840;COP;1;AE79461
540043;CD00;;CAJA REPTOS TRAFO 115KV TLSN7651 1DE2;28/10/2021;ZAT;FAAI0700;C/U;;;ND;MD05;S;1;COP;1;AE79461
540044;CD00;;CAJA REPTOS TRAFO 115KV TLSN7651 2DE2;28/10/2021;ZAT;FSMT1000;C/U;;;ND;MD03;S;1;COP;1;AE79461
540050;CD00;;MONITOR TEMPERATURA DEVANADO Y ACEITE 0;20/12/2021;ZAT;FSMT1200;C/U;;;ND;MD02;S;1,978;COP;1;USRDM03
580003;CD00;;7063-CR1 HMC Server and Console;16/10/2020;ZMAT;FIHC0300;C/U;;;ND;MD10;S;29,504,013;COP;1;USER_TAM
580004;CD00;;IBM Model 41A Server TNA;16/10/2020;ZMAT;FIHC0300;C/U;;;ND;MD10;S;131,245,692;COP;1;USER_TAM
580005;CD00;;IBM Model 41A Server UCS;16/10/2020;ZMAT;FIHC0300;C/U;;;ND;MD10;S;138,154,440;COP;1;USER_TAM
580010;CD00;;CAJA POLICARBON. EQUIPO COMUNICACION MOL;27/3/2023;ZMAT;FEAT0104;C/U;;;ND;MD10;S;72,828;COP;1;AE79461
620000;CD00;;FLANCHE SOPORTE BARRAJE DE 115kV;28/10/2021;ZAT;FMGE2200;C/U;;;ND;MD05;S;1;COP;1;AE79461
620001;CD00;;FLANCHE SOPORTE BAQUELITA BARRAJE;28/10/2021;ZAT;FMGE2200;C/U;;;ND;MD05;S;1;COP;1;AE79461
620002;CD00;;VARILLA ARMAR PARA CABLE 266 MCM;3/9/2024;ZAT;FELC1300;C/U;;;ND;MD04;S;64,538;COP;1;AE79461
620003;CD00;;Varillas armado conductor AAAC 315 mm2;2/5/2024;ZAT;FELC1300;C/U;;;ND;MD04;S;119,482;COP;1;AE79461
640450;CD00;;"""CODO GALVANIZADO 2"""" x 90º""";30/12/2021;ZMBT;FMTU0900;C/U;;;ND;MD05;S;237;COP;1;AE79461
640451;CD00;;"""Tubo PVC 1/2""""""";1/6/2023;ZMBT;FMTU1200;M;;;ND;MD05;S;594;COP;1;AE79461
640452;CD00;;"""Capacete para Tubo de Acero de 1""""""";16/3/2023;ZMBT;FMTU2400;C/U;;;ND;MD05;S;4,466;COP;1;AE79461
640453;CD00;;"""Tubo PVC TDP 6""""x 6m""";2/11/2024;ZMBT;FMTU1200;C/U;;;ND;MD05;S;159,645;COP;1;AE79461
640454;CD00;;"""Curva de 1-1/4"""" Galvanizada""";28/10/2021;ZMBT;FMTU2400;C/U;;;ND;MD05;S;5,228;COP;1;AE79461
640455;CD00;;"""TAPON EN CAUCHO TUBERIA 4""""""";23/3/2023;ZMBT;FELC1500;C/U;;;ND;MD05;S;5,703;COP;1;AE79461
640456;CD00;;"""DUCTO PVC, TIPO TDP, 3"""" x 6M""";17/1/2023;ZMBT;FMTU1200;C/U;;;ND;MD05;S;33,102;COP;1;AE79461
640457;CD00;;"""Curva 4"""" PVC""";28/10/2021;ZMBT;FMTU1200;C/U;;;ND;MD05;S;18,229;COP;1;AE79461
640458;CD00;;"""Tubo PVC 2""""x3m""";27/12/2021;ZMBT;FMTU1200;C/U;;;ND;MD05;S;7,323;COP;1;AE79461
640459;CD00;;ADAPTADOR PARA DUCTO HEMBRA-HEMBRA;28/10/2021;ZMBT;FMTU1200;C/U;;;ND;MD05;S;1;COP;1;AE79461
640460;CD00;;"""ELETRODUTO,FLEX,1.1/2"""",C/FITA,PVC,D641";17/9/2024;ZMBT;FMTU1200;C/U;;;ND;MD05;S;1;COP;1;AE79461
640461;CD00;;"""Terminal Acople campana 4""""""";3/5/2022;ZMBT;FMTU1200;C/U;;;ND;MD05;S;2,333;COP;1;AE79461
640462;CD00;;"""Terminal Acople campana 6""""""";2/11/2024;ZMBT;FMTU1200;C/U;;;ND;MD05;S;13,624;COP;1;AE79461
640463;CD00;;"""Coraza metálica flexible 2""""""";28/10/2021;ZMBT;FMTU0900;M;;;ND;MD05;S;17,724;COP;1;AE79461
640464;CD00;;"""Terminal para coraza flexible 1-1/4""""PV";28/10/2021;ZMBT;FMTU1200;C/U;;;ND;MD05;S;1,160;COP;1;AE79461
640465;CD00;;Muflas Empalme Cable Canalizado F O;19/8/2023;ZAT;FMTU1200;C/U;;;ND;MD05;S;395;COP;1;AE79461
640466;CD00;;"""TAPON EN CAUCHO TUBERIA 6""""""";1/6/2023;ZMBT;FELC1500;C/U;;;ND;MD05;S;6,924;COP;1;AE79461
640467;CD00;;"""Tubo PVC TDP 4""""x 6m""";2/11/2024;ZMBT;FMTU1200;C/U;;;ND;MD05;S;41,424;COP;1;AE79461
640468;CD00;;"""TAPON EN CAUCHO TUBERIA 3""""""";23/3/2023;ZMBT;FELC1500;C/U;;;ND;MD05;S;4,945;COP;1;AE79461
640469;CD00;;"""SEPARADOR DUCTOS 6""""""";23/3/2023;ZMBT;FELC1500;C/U;;;ND;MD05;S;52,143;COP;1;AE79461
730060;CD00;;EXTENSION PRUEBA CON PLUG ADAPTADOR;28/10/2021;ZAT;FLMA0100;C/U;;;ND;MD05;S;1;COP;1;AE79461
730061;CD00;;EXTENSION PRUEBA 3 PLUG ADAPTADOR;28/10/2021;ZAT;FLMA0100;C/U;;;ND;MD05;S;1;COP;1;AE79461
730062;CD00;;ELEMENTO DESCONEXION REF:2748686 -T;20/12/2021;ZAT;FLMA0100;C/U;;;ND;MD05;S;2;COP;1;AE79461
730063;CD00;;ELEMENTO DESCONEXION REF:2748654 -35;28/10/2021;ZAT;FLMA0100;C/U;;;ND;MD05;S;2;COP;1;AE79461
740130;CD00;;"""SOLDADURA 6013 DE 1/8"""" WES ARCO.""";28/10/2021;ZMBT;FZMO0800;KG;;;ND;MD05;S;1;COP;1;AE79461
760120;CD00;;ATRIL METALICO PARA CABLE MINERO;20/12/2021;ZMBT;FZAU0700;C/U;;;ND;MD04;S;1;COP;1;AE79461
760121;CD00;;PINZA VOLTIAMPERIMETRICA 0-700A;28/10/2021;ZMAT;FZAU0400;C/U;;;ND;MD12;S;190;COP;1;AE79461
760122;CD00;;ESCALERA ARMADA 4 PASOS ESPECIALREF:80-1;20/12/2021;ZAT;FZAU1300;C/U;;;ND;MD05;S;404,802;COP;1;AE79461
760123;CD00;;ESCALERA ARMADA D 4 PASOS REF:80-170;28/10/2021;ZAT;FZAU1300;C/U;;;ND;MD05;S;50,080;COP;1;AE79461
760124;CD00;;MOTOR 60 W 220 V 8300 RPM T-HG 34;20/12/2021;ZAT;FZAU0100;C/U;;;ND;MD05;S;1,583;COP;1;AE79461
760125;CD00;;ESCALERA COMPLETA PARA POSTE SUMITOMO;28/10/2021;ZAT;FZAU1300;C/U;;;ND;MD05;S;310;COP;1;AE79461
760126;CD00;;MOTOR MARCA ELECTROLUX TIPE KS5242/220V;28/10/2021;ZAT;FZAU0100;C/U;;;ND;MD05;S;1;COP;1;AE79461
760127;CD00;;ESCALERA POSTE COBEC LINEA BLTB;28/10/2021;ZAT;FZAU1300;C/U;;;ND;MD05;S;3,166;COP;1;AE79461
760128;CD00;;ESCALERA POSTE COBEC LINEA TZLEAG;28/10/2021;ZAT;FZAU1300;C/U;;;ND;MD05;S;1;COP;1;AE79461
760129;CD00;;ESCALERA POSTE HYUNDAI;28/10/2021;ZAT;FZAU1300;C/U;;;ND;MD05;S;1;COP;1;AE79461
760130;CD00;;Motor para interruptor 500 kv tipo GL317;20/12/2021;ZAT;FZAU0100;C/U;;;ND;MD05;S;3;COP;1;AE79461
760131;CD00;;Motor Mando Electrico Seccionador 500 KV;27/12/2021;ZAT;FZAU0100;C/U;;;ND;MD05;S;3;COP;1;AE79461
760132;CD00;;Motor carga de resorte - interruptor 145;20/12/2021;ZAT;FZAU0100;C/U;;;ND;MD05;S;3;COP;1;AE79461
760133;CD00;;Motor para Mando Electrico Seccionador 1;20/12/2021;ZAT;FZAU0100;C/U;;;ND;MD05;S;3;COP;1;AE79461
760134;CD00;;EQUIPO PRUEBA DE TRANSF 15 kV;28/10/2021;ZMBT;FZAU0200;C/U;;;ND;MD04;S;396;COP;1;AE79461
760135;CD00;;EQUIPO TTR TRIFASICO ELECTRONICO;28/10/2021;ZMBT;FZAU0200;C/U;;;ND;MD04;S;21,714,273;COP;1;AE79461
760136;CD00;;MOTOR INTERRUPTOR 650KV 2000A;20/12/2021;ZAT;FZAU0100;C/U;;;ND;MD05;S;395;COP;1;AE79461
760137;CD00;;MOTOR SECCIONADOR 1050KV 2000A;20/12/2021;ZAT;FZAU0100;C/U;;;ND;MD05;S;395;COP;1;AE79461
760138;CD00;;MOTOR SECCIONADOR 650KV 2000A;20/12/2021;ZAT;FZAU0100;C/U;;;ND;MD05;S;395;COP;1;AE79461
760139;CD00;;ESCALERA PARA POSTE TIPO S1-315;25/4/2023;ZAT;FZAU1300;C/U;;;ND;MD05;S;1;COP;1;AE79461
760140;CD00;;ESCALERA PARA POSTE TIPO R5-315;28/10/2021;ZAT;FZAU1300;C/U;;;ND;MD05;S;1;COP;1;AE79461
760141;CD00;;ESCALERA PARA POSTE TIPO DT-315;28/10/2021;ZAT;FZAU1300;C/U;;;ND;MD05;S;1;COP;1;AE79461
760142;CD00;;SOPLETE EN PERTIGA;28/10/2021;ZMBT;FZAU0500;C/U;;;ND;MD04;S;1,146,080;COP;1;AE79461
760143;CD00;;MOTOR MECANISMO SECCIONADOR 34.5KV;28/10/2021;ZAT;FZAU0100;C/U;;;ND;MD05;S;2,735,280;COP;1;AE79461
760144;CD00;;SISTEMA DE DETECCIÓN DE ARCO INTERNO;28/10/2021;ZAT;FZAU0200;C/U;;;ND;MD04;S;97,820,696;COP;1;AE79461
760145;CD00;;Motor de Carga INT 36 KV;11/2/2020;ZAT;FZAU0100;C/U;;;ND;MD05;S;395;COP;1;AE79461
760146;CD00;;Motor de carga Interruptor 17.5 kV;28/10/2021;ZAT;FZAU0100;C/U;;;ND;MD05;S;395;COP;1;AE79461
780180;CD00;;Cinta Aislante caucho <=69kV con separa;2/11/2024;ZMBT;FCMI0400;C/U;;;ND;MD05;S;8,772;COP;1;AE79461
780181;CD00;;"""Cinta en Acero Inoxidable de 3/4""""""";28/10/2021;ZMBT;FMCF0200;C/U;;;ND;MD05;S;65,692;COP;1;AE79461
780182;CD00;;"Cinta en Acero inoxidable 5/8"" x 30.48m";2/11/2024;ZMBT;FEEM1400;C/U;;;ND;MD05;S;75,948;COP;1;AE79461
780183;CD00;;"""ARANDELA 3/4 """" PRESION GALVANIZADA""";28/10/2021;ZMBT;FZAU1000;C/U;;;ND;MD05;S;1;COP;1;AE79461
780184;CD00;;ARANDELA 5/8x4mm PT-S DE 115 Y 230 KvREL;20/12/2021;ZAT;FZAU1000;C/U;;;ND;MD05;S;62;COP;1;AE79461
780185;CD00;;ARANDELA 5/8x7mm PT-SD 115 Y 230kV-RELLE;20/12/2021;ZAT;FZAU1000;C/U;;;ND;MD05;S;62;COP;1;AE79461
780186;CD00;;ARANDELA 5/8x8mm PT-SD 115 Y 230kV-RELLE;20/12/2021;ZAT;FZAU1000;C/U;;;ND;MD05;S;61;COP;1;AE79461
780187;CD00;;"""ARANDELA 1/2"""" SEGURIDAD""";28/10/2021;ZMBT;FZAU1000;C/U;;;ND;MD05;S;4;COP;1;AE79461
780188;CD00;;ARANDELA 1/2 PRESION;28/10/2021;ZMBT;FZAU1000;C/U;;;ND;MD05;S;17;COP;1;AE79461
780189;CD00;;PERFIL ACERO, RESISTEN NORML 12-151A D 1;28/10/2021;ZAT;FZAU1000;M;;;ND;MD05;S;1;COP;1;AE79461
780190;CD00;;PERFIL ACERO, RESISTEN NORML 12-157 D 64;28/10/2021;ZAT;FZAU1000;M;;;ND;MD05;S;167,198;COP;1;AE79461
780191;CD00;;PERFIL ACERO ALTA RESISTEN 12-166 D 127x;28/10/2021;ZAT;FZAU1000;M;;;ND;MD05;S;1;COP;1;AE79461
780192;CD00;;PERFIL ACERO ALTA RESISTEN 12-167 D 127x;28/10/2021;ZAT;FZAU1000;M;;;ND;MD05;S;1;COP;1;AE79461
780193;CD00;;PERFIL ACERO ALTA RESISTEN 12-169 D 127x;28/10/2021;ZAT;FZAU1000;M;;;ND;MD05;S;1;COP;1;AE79461
780194;CD00;;PERFIL ACERO RESISTEN NORML 1 2-142 51x5;28/10/2021;ZAT;FZAU1000;M;;;ND;MD05;S;133,236;COP;1;AE79461
780195;CD00;;PERFIL ACERO RESISTEN NORML 1 2-144 64x6;28/10/2021;ZAT;FZAU1000;M;;;ND;MD05;S;1;COP;1;AE79461
780196;CD00;;PERFIL ACERO RESISTEN NORML 1 2-147 76x7;28/10/2021;ZAT;FZAU1000;M;;;ND;MD05;S;1;COP;1;AE79461
780197;CD00;;PERFIL ACERO ALTA RESISTEN 12-152 12 5x1;28/10/2021;ZAT;FZAU1000;M;;;ND;MD05;S;1;COP;1;AE79461
780198;CD00;;PERFIL ACERO ALTA RESISTEN 12-155 51 x51;28/10/2021;ZAT;FZAU1000;M;;;ND;MD05;S;1;COP;1;AE79461
780199;CD00;;PERFIL ACERO ALTA RESISTEN 12-161 76 x76;28/10/2021;ZAT;FZAU1000;M;;;ND;MD05;S;1;COP;1;AE79461
780200;CD00;;PERFIL ACERO ALTA RESISTEN 12-168 12 7x1;28/10/2021;ZAT;FZAU1000;M;;;ND;MD05;S;1;COP;1;AE79461
780201;CD00;;PERFIL ACERO ALTA RESISTEN 12-163 89x89x;28/10/2021;ZAT;FZAU1000;M;;;ND;MD05;S;1;COP;1;AE79461
780202;CD00;;"""PLATINA 3/4""""x4x4""""""";28/10/2021;ZAT;FZAU1000;C/U;;;ND;MD05;S;1;COP;1;AE79461
780203;CD00;;PERFIL ACERO RESISTEN NORML 44 x32x3.2mm;28/10/2021;ZAT;FZAU1000;M;;;ND;MD05;S;1;COP;1;AE79461
780204;CD00;;PERFIL ACERO ALTA RESISTEN 80x 80x6.0mm;28/10/2021;ZAT;FZAU1000;M;;;ND;MD05;S;1;COP;1;AE79461
780205;CD00;;PERFIL ACERO ALTA RESISTEN 120 x02x9.0mm;28/10/2021;ZAT;FZAU1000;M;;;ND;MD05;S;1;COP;1;AE79461
780206;CD00;;"""PLATINA RETORCIDA 90 GRADOS 3 /8""""x 2""""";28/10/2021;ZAT;FZAU1000;C/U;;;ND;MD05;S;4;COP;1;AE79461
780207;CD00;;PLATINA 170x6 367mmT-DS E17 ANC SAE 115k;28/10/2021;ZAT;FZAU1000;C/U;;;ND;MD05;S;1;COP;1;AE79461
